Pathogen,Matrix,Substrate,Freq (Days),Harvest Quant,Days Survived,Sustainable Potency (Score)
Rhinovirus (RNA),SCOBY (Cu),Braggot (Grain),21,0.25,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Braggot (Grain),21,0.3,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Braggot (Grain),30,0.05,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Braggot (Grain),30,0.1,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Braggot (Grain),30,0.15,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Braggot (Grain),30,0.2,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Braggot (Grain),30,0.25,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Braggot (Grain),30,0.3,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),3,0.05,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),3,0.1,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),3,0.15,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),3,0.2,5,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),3,0.25,5,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),3,0.3,5,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),5,0.05,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),5,0.1,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),5,0.15,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),5,0.2,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),5,0.25,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),5,0.3,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),7,0.05,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),7,0.1,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),7,0.15,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),7,0.2,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),7,0.25,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),7,0.3,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),10,0.05,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),10,0.1,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),10,0.15,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),10,0.2,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),10,0.25,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),10,0.3,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),14,0.05,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),14,0.1,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),14,0.15,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),14,0.2,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),14,0.25,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),14,0.3,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),21,0.05,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),21,0.1,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),21,0.15,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),21,0.2,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),21,0.25,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),21,0.3,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),30,0.05,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),30,0.1,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),30,0.15,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),30,0.2,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),30,0.25,4,0.0
Rhinovirus (RNA),SCOBY (Cu),Pyment (Fruit+Grain),30,0.3,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,3,0.05,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,3,0.1,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,3,0.15,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,3,0.2,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,3,0.25,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,3,0.3,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,5,0.05,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,5,0.1,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,5,0.15,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,5,0.2,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,5,0.25,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,5,0.3,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,7,0.05,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,7,0.1,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,7,0.15,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,7,0.2,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,7,0.25,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,7,0.3,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,10,0.05,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,10,0.1,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,10,0.15,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,10,0.2,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,10,0.25,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,10,0.3,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,14,0.05,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,14,0.1,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,14,0.15,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,14,0.2,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,14,0.25,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,14,0.3,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,21,0.05,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,21,0.1,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,21,0.15,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,21,0.2,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,21,0.25,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,21,0.3,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,30,0.05,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,30,0.1,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,30,0.15,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,30,0.2,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,30,0.25,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pure Mead,30,0.3,3,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),3,0.05,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),3,0.1,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),3,0.15,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),3,0.2,5,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),3,0.25,5,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),3,0.3,5,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),5,0.05,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),5,0.1,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),5,0.15,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),5,0.2,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),5,0.25,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),5,0.3,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),7,0.05,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),7,0.1,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),7,0.15,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),7,0.2,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),7,0.25,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),7,0.3,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),10,0.05,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),10,0.1,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),10,0.15,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),10,0.2,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),10,0.25,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),10,0.3,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),14,0.05,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),14,0.1,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),14,0.15,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),14,0.2,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),14,0.25,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),14,0.3,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),21,0.05,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),21,0.1,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),21,0.15,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),21,0.2,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),21,0.25,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),21,0.3,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),30,0.05,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),30,0.1,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),30,0.15,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),30,0.2,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),30,0.25,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Melomel (Fruit),30,0.3,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),3,0.05,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),3,0.1,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),3,0.15,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),3,0.2,5,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),3,0.25,5,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),3,0.3,5,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),5,0.05,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),5,0.1,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),5,0.15,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),5,0.2,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),5,0.25,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),5,0.3,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),7,0.05,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),7,0.1,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),7,0.15,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),7,0.2,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),7,0.25,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),7,0.3,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),10,0.05,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),10,0.1,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),10,0.15,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),10,0.2,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),10,0.25,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),10,0.3,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),14,0.05,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),14,0.1,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),14,0.15,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),14,0.2,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),14,0.25,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),14,0.3,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),21,0.05,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),21,0.1,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),21,0.15,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),21,0.2,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),21,0.25,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),21,0.3,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),30,0.05,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),30,0.1,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),30,0.15,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),30,0.2,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),30,0.25,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Braggot (Grain),30,0.3,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),3,0.05,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),3,0.1,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),3,0.15,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),3,0.2,5,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),3,0.25,5,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),3,0.3,5,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),5,0.05,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),5,0.1,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),5,0.15,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),5,0.2,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),5,0.25,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),5,0.3,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),7,0.05,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),7,0.1,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),7,0.15,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),7,0.2,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),7,0.25,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),7,0.3,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),10,0.05,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),10,0.1,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),10,0.15,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),10,0.2,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),10,0.25,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),10,0.3,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),14,0.05,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),14,0.1,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),14,0.15,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),14,0.2,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),14,0.25,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),14,0.3,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),21,0.05,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),21,0.1,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),21,0.15,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),21,0.2,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),21,0.25,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),21,0.3,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),30,0.05,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),30,0.1,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),30,0.15,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),30,0.2,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),30,0.25,4,0.0
Rhinovirus (RNA),Lactobacillus (Mg),Pyment (Fruit+Grain),30,0.3,4,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,3,0.05,47,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,3,0.1,180,0.27
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,3,0.15,180,0.288
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,3,0.2,180,0.297
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,3,0.25,180,0.302
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,3,0.3,180,0.305
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,5,0.05,37,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,5,0.1,53,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,5,0.15,180,0.333
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,5,0.2,180,0.351
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,5,0.25,180,0.362
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,5,0.3,180,0.369
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,7,0.05,34,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,7,0.1,41,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,7,0.15,55,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,7,0.2,167,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,7,0.25,180,0.389
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,7,0.3,180,0.401
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,10,0.05,33,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,10,0.1,36,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,10,0.15,39,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,10,0.2,49,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,10,0.25,69,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,10,0.3,180,0.457
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,14,0.05,32,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,14,0.1,34,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,14,0.15,37,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,14,0.2,39,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,14,0.25,41,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,14,0.3,53,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,21,0.05,31,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,21,0.1,32,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,21,0.15,33,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,21,0.2,35,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,21,0.25,36,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,21,0.3,37,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,30,0.05,29,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,30,0.1,29,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,30,0.15,29,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,30,0.2,29,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,30,0.25,29,0.0
Rhinovirus (RNA),Streptomyces (Fe),Pure Mead,30,0.3,29,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),3,0.05,53,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),3,0.1,180,0.27
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),3,0.15,180,0.288
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),3,0.2,180,0.297
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),3,0.25,180,0.302
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),3,0.3,180,0.305
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),5,0.05,42,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),5,0.1,59,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),5,0.15,180,0.333
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),5,0.2,180,0.351
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),5,0.25,180,0.362
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),5,0.3,180,0.369
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),7,0.05,38,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),7,0.1,47,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),7,0.15,68,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),7,0.2,180,0.371
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),7,0.25,180,0.389
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),7,0.3,180,0.401
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),10,0.05,35,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),10,0.1,39,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),10,0.15,47,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),10,0.2,58,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),10,0.25,89,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),10,0.3,180,0.457
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),14,0.05,34,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),14,0.1,37,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),14,0.15,39,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),14,0.2,41,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),14,0.25,53,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),14,0.3,67,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),21,0.05,33,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),21,0.1,34,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),21,0.15,36,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),21,0.2,37,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),21,0.25,38,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),21,0.3,40,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),30,0.05,34,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),30,0.1,35,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),30,0.15,37,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),30,0.2,39,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),30,0.25,41,0.0
Rhinovirus (RNA),Streptomyces (Fe),Melomel (Fruit),30,0.3,42,0.0
Rhinovirus (RNA),Streptomyces (Fe),Braggot (Grain),3,0.05,53,0.0
Rhinovirus (RNA),Streptomyces (Fe),Braggot (Grain),3,0.1,180,0.27
Rhinovirus (RNA),Streptomyces (Fe),Braggot (Grain),3,0.15,180,0.288
Rhinovirus (RNA),Streptomyces (Fe),Braggot (Grain),3,0.2,180,0.297
