Pathogen,Matrix,Substrate,Freq (Days),Harvest Quant,Days Survived,Sustainable Potency (Score)
S. pneumoniae,Penicillium (Co),Pyment (Fruit+Grain),10,0.25,4,0.0
S. pneumoniae,Penicillium (Co),Pyment (Fruit+Grain),10,0.3,4,0.0
S. pneumoniae,Penicillium (Co),Pyment (Fruit+Grain),14,0.05,4,0.0
S. pneumoniae,Penicillium (Co),Pyment (Fruit+Grain),14,0.1,4,0.0
S. pneumoniae,Penicillium (Co),Pyment (Fruit+Grain),14,0.15,4,0.0
S. pneumoniae,Penicillium (Co),Pyment (Fruit+Grain),14,0.2,4,0.0
S. pneumoniae,Penicillium (Co),Pyment (Fruit+Grain),14,0.25,4,0.0
S. pneumoniae,Penicillium (Co),Pyment (Fruit+Grain),14,0.3,4,0.0
S. pneumoniae,Penicillium (Co),Pyment (Fruit+Grain),21,0.05,4,0.0
S. pneumoniae,Penicillium (Co),Pyment (Fruit+Grain),21,0.1,4,0.0
S. pneumoniae,Penicillium (Co),Pyment (Fruit+Grain),21,0.15,4,0.0
S. pneumoniae,Penicillium (Co),Pyment (Fruit+Grain),21,0.2,4,0.0
S. pneumoniae,Penicillium (Co),Pyment (Fruit+Grain),21,0.25,4,0.0
S. pneumoniae,Penicillium (Co),Pyment (Fruit+Grain),21,0.3,4,0.0
S. pneumoniae,Penicillium (Co),Pyment (Fruit+Grain),30,0.05,4,0.0
S. pneumoniae,Penicillium (Co),Pyment (Fruit+Grain),30,0.1,4,0.0
S. pneumoniae,Penicillium (Co),Pyment (Fruit+Grain),30,0.15,4,0.0
S. pneumoniae,Penicillium (Co),Pyment (Fruit+Grain),30,0.2,4,0.0
S. pneumoniae,Penicillium (Co),Pyment (Fruit+Grain),30,0.25,4,0.0
S. pneumoniae,Penicillium (Co),Pyment (Fruit+Grain),30,0.3,4,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,3,0.05,40,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,3,0.1,180,0.27
S. pneumoniae,Saccharomyces (Zn),Pure Mead,3,0.15,180,0.288
S. pneumoniae,Saccharomyces (Zn),Pure Mead,3,0.2,180,0.297
S. pneumoniae,Saccharomyces (Zn),Pure Mead,3,0.25,180,0.302
S. pneumoniae,Saccharomyces (Zn),Pure Mead,3,0.3,180,0.305
S. pneumoniae,Saccharomyces (Zn),Pure Mead,5,0.05,33,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,5,0.1,44,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,5,0.15,94,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,5,0.2,180,0.351
S. pneumoniae,Saccharomyces (Zn),Pure Mead,5,0.25,180,0.362
S. pneumoniae,Saccharomyces (Zn),Pure Mead,5,0.3,180,0.369
S. pneumoniae,Saccharomyces (Zn),Pure Mead,7,0.05,31,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,7,0.1,38,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,7,0.15,47,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,7,0.2,76,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,7,0.25,180,0.389
S. pneumoniae,Saccharomyces (Zn),Pure Mead,7,0.3,180,0.401
S. pneumoniae,Saccharomyces (Zn),Pure Mead,10,0.05,29,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,10,0.1,34,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,10,0.15,37,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,10,0.2,46,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,10,0.25,58,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,10,0.3,89,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,14,0.05,30,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,14,0.1,32,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,14,0.15,34,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,14,0.2,37,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,14,0.25,39,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,14,0.3,41,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,21,0.05,28,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,21,0.1,30,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,21,0.15,31,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,21,0.2,32,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,21,0.25,33,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,21,0.3,35,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,30,0.05,27,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,30,0.1,27,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,30,0.15,27,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,30,0.2,27,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,30,0.25,27,0.0
S. pneumoniae,Saccharomyces (Zn),Pure Mead,30,0.3,27,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),3,0.05,53,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),3,0.1,180,0.27
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),3,0.15,180,0.288
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),3,0.2,180,0.297
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),3,0.25,180,0.302
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),3,0.3,180,0.305
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),5,0.05,42,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),5,0.1,59,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),5,0.15,180,0.333
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),5,0.2,180,0.351
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),5,0.25,180,0.362
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),5,0.3,180,0.369
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),7,0.05,38,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),7,0.1,47,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),7,0.15,68,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),7,0.2,180,0.371
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),7,0.25,180,0.389
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),7,0.3,180,0.401
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),10,0.05,35,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),10,0.1,39,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),10,0.15,47,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),10,0.2,58,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),10,0.25,89,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),10,0.3,180,0.457
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),14,0.05,34,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),14,0.1,37,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),14,0.15,39,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),14,0.2,41,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),14,0.25,53,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),14,0.3,67,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),21,0.05,33,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),21,0.1,34,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),21,0.15,36,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),21,0.2,37,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),21,0.25,38,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),21,0.3,40,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),30,0.05,34,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),30,0.1,35,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),30,0.15,37,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),30,0.2,39,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),30,0.25,41,0.0
S. pneumoniae,Saccharomyces (Zn),Melomel (Fruit),30,0.3,42,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),3,0.05,53,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),3,0.1,180,0.27
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),3,0.15,180,0.288
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),3,0.2,180,0.297
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),3,0.25,180,0.302
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),3,0.3,180,0.305
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),5,0.05,42,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),5,0.1,59,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),5,0.15,180,0.333
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),5,0.2,180,0.351
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),5,0.25,180,0.362
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),5,0.3,180,0.369
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),7,0.05,38,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),7,0.1,47,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),7,0.15,68,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),7,0.2,180,0.371
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),7,0.25,180,0.389
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),7,0.3,180,0.401
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),10,0.05,35,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),10,0.1,39,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),10,0.15,47,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),10,0.2,58,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),10,0.25,89,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),10,0.3,180,0.457
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),14,0.05,34,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),14,0.1,37,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),14,0.15,39,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),14,0.2,41,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),14,0.25,53,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),14,0.3,67,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),21,0.05,33,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),21,0.1,34,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),21,0.15,36,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),21,0.2,37,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),21,0.25,38,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),21,0.3,40,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),30,0.05,34,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),30,0.1,35,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),30,0.15,37,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),30,0.2,39,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),30,0.25,41,0.0
S. pneumoniae,Saccharomyces (Zn),Braggot (Grain),30,0.3,42,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),3,0.05,53,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),3,0.1,180,0.27
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),3,0.15,180,0.288
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),3,0.2,180,0.297
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),3,0.25,180,0.302
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),3,0.3,180,0.305
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),5,0.05,42,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),5,0.1,59,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),5,0.15,180,0.333
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),5,0.2,180,0.351
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),5,0.25,180,0.362
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),5,0.3,180,0.369
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),7,0.05,38,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),7,0.1,47,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),7,0.15,68,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),7,0.2,180,0.371
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),7,0.25,180,0.389
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),7,0.3,180,0.401
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),10,0.05,35,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),10,0.1,39,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),10,0.15,47,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),10,0.2,58,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),10,0.25,89,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),10,0.3,180,0.457
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),14,0.05,34,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),14,0.1,37,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),14,0.15,39,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),14,0.2,41,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),14,0.25,53,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),14,0.3,67,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),21,0.05,33,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),21,0.1,34,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),21,0.15,36,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),21,0.2,37,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),21,0.25,38,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),21,0.3,40,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),30,0.05,34,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),30,0.1,35,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),30,0.15,37,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),30,0.2,39,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),30,0.25,41,0.0
S. pneumoniae,Saccharomyces (Zn),Pyment (Fruit+Grain),30,0.3,42,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,3,0.05,38,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,3,0.1,180,0.27
S. pneumoniae,Aspergillus (Mn),Pure Mead,3,0.15,180,0.288
S. pneumoniae,Aspergillus (Mn),Pure Mead,3,0.2,180,0.297
S. pneumoniae,Aspergillus (Mn),Pure Mead,3,0.25,180,0.302
S. pneumoniae,Aspergillus (Mn),Pure Mead,3,0.3,180,0.305
S. pneumoniae,Aspergillus (Mn),Pure Mead,5,0.05,33,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,5,0.1,43,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,5,0.15,84,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,5,0.2,180,0.351
S. pneumoniae,Aspergillus (Mn),Pure Mead,5,0.25,180,0.362
S. pneumoniae,Aspergillus (Mn),Pure Mead,5,0.3,180,0.369
S. pneumoniae,Aspergillus (Mn),Pure Mead,7,0.05,31,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,7,0.1,34,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,7,0.15,47,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,7,0.2,69,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,7,0.25,180,0.389
S. pneumoniae,Aspergillus (Mn),Pure Mead,7,0.3,180,0.401
S. pneumoniae,Aspergillus (Mn),Pure Mead,10,0.05,29,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,10,0.1,33,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,10,0.15,36,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,10,0.2,39,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,10,0.25,49,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,10,0.3,79,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,14,0.05,29,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,14,0.1,32,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,14,0.15,34,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,14,0.2,36,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,14,0.25,38,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,14,0.3,40,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,21,0.05,28,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,21,0.1,29,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,21,0.15,30,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,21,0.2,32,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,21,0.25,33,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,21,0.3,34,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,30,0.05,27,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,30,0.1,27,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,30,0.15,27,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,30,0.2,27,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,30,0.25,27,0.0
S. pneumoniae,Aspergillus (Mn),Pure Mead,30,0.3,27,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),3,0.05,53,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),3,0.1,180,0.27
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),3,0.15,180,0.288
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),3,0.2,180,0.297
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),3,0.25,180,0.302
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),3,0.3,180,0.305
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),5,0.05,42,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),5,0.1,59,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),5,0.15,180,0.333
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),5,0.2,180,0.351
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),5,0.25,180,0.362
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),5,0.3,180,0.369
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),7,0.05,38,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),7,0.1,47,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),7,0.15,68,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),7,0.2,180,0.371
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),7,0.25,180,0.389
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),7,0.3,180,0.401
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),10,0.05,35,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),10,0.1,39,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),10,0.15,47,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),10,0.2,58,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),10,0.25,89,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),10,0.3,180,0.457
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),14,0.05,34,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),14,0.1,37,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),14,0.15,39,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),14,0.2,41,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),14,0.25,53,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),14,0.3,67,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),21,0.05,33,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),21,0.1,34,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),21,0.15,36,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),21,0.2,37,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),21,0.25,38,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),21,0.3,40,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),30,0.05,34,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),30,0.1,35,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),30,0.15,37,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),30,0.2,39,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),30,0.25,41,0.0
S. pneumoniae,Aspergillus (Mn),Melomel (Fruit),30,0.3,42,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),3,0.05,53,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),3,0.1,180,0.27
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),3,0.15,180,0.288
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),3,0.2,180,0.297
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),3,0.25,180,0.302
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),3,0.3,180,0.305
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),5,0.05,42,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),5,0.1,59,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),5,0.15,180,0.333
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),5,0.2,180,0.351
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),5,0.25,180,0.362
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),5,0.3,180,0.369
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),7,0.05,38,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),7,0.1,47,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),7,0.15,68,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),7,0.2,180,0.371
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),7,0.25,180,0.389
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),7,0.3,180,0.401
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),10,0.05,35,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),10,0.1,39,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),10,0.15,47,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),10,0.2,58,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),10,0.25,89,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),10,0.3,180,0.457
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),14,0.05,34,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),14,0.1,37,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),14,0.15,39,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),14,0.2,41,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),14,0.25,53,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),14,0.3,67,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),21,0.05,33,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),21,0.1,34,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),21,0.15,36,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),21,0.2,37,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),21,0.25,38,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),21,0.3,40,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),30,0.05,34,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),30,0.1,35,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),30,0.15,37,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),30,0.2,39,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),30,0.25,41,0.0
S. pneumoniae,Aspergillus (Mn),Braggot (Grain),30,0.3,42,0.0
S. pneumoniae,Aspergillus (Mn),Pyment (Fruit+Grain),3,0.05,53,0.0
S. pneumoniae,Aspergillus (Mn),Pyment (Fruit+Grain),3,0.1,180,0.27
S. pneumoniae,Aspergillus (Mn),Pyment (Fruit+Grain),3,0.15,180,0.288
S. pneumoniae,Aspergillus (Mn),Pyment (Fruit+Grain),3,0.2,180,0.297
S. pneumoniae,Aspergillus (Mn),Pyment (Fruit+Grain),3,0.25,180,0.302
S. pneumoniae,Aspergillus (Mn),Pyment (Fruit+Grain),3,0.3,180,0.305
S. pneumoniae,Aspergillus (Mn),Pyment (Fruit+Grain),5,0.05,42,0.0
S. pneumoniae,Aspergillus (Mn),Pyment (Fruit+Grain),5,0.1,59,0.0
S. pneumoniae,Aspergillus (Mn),Pyment (Fruit+Grain),5,0.15,180,0.333
S. pneumoniae,Aspergillus (Mn),Pyment (Fruit+Grain),5,0.2,180,0.351
S. pneumoniae,Aspergillus (Mn),Pyment (Fruit+Grain),5,0.25,180,0.362
S. pneumoniae,Aspergillus (Mn),Pyment (Fruit+Grain),5,0.3,180,0.369
S. pneumoniae,Aspergillus (Mn),Pyment (Fruit+Grain),7,0.05,38,0.0
S. pneumoniae,Aspergillus (Mn),Pyment (Fruit+Grain),7,0.1,47,0.0
S. pneumoniae,Aspergillus (Mn),Pyment (Fruit+Grain),7,0.15,68,0.0
